Date,AAPL,ABBV,ADBE,AMD,AMZN,AVGO,BIL,BRK-B,COST,CSCO,CVX,DIS,GOOGL,HD,INTC,JNJ,JPM,KO,MA,META,MRK,MSFT,NFLX,NVDA,ORCL,PEP,PG,QCOM,QQQ,TSLA,UNH,V,VOO,WMT,XOM
2011-01-03,9.865819931030273,,31.290000915527344,8.470000267028809,9.211000442504883,1.9594231843948364,73.90065002441406,80.41000366210938,51.97514343261719,13.186626434326172,49.32769012451172,32.53645324707031,14.990945816040039,24.504606246948242,13.916613578796387,40.19495391845703,28.869722366333008,20.423233032226562,20.295717239379883,,20.78915786743164,21.251333236694336,2.5487139225006104,0.36216631531715393,25.583351135253906,41.182701110839844,41.35537338256836,33.82297134399414,48.45283508300781,1.7746670246124268,29.091968536376953,15.75800895690918,88.67144775390625,13.286568641662598,41.38558578491211
2011-01-04,9.917306900024414,,31.510000228881836,8.770000457763672,9.250499725341797,1.9735198020935059,73.90065002441406,80.16999816894531,51.87472152709961,13.205930709838867,49.14527893066406,33.542991638183594,14.935630798339844,24.060453414916992,14.116853713989258,40.53406524658203,29.287540435791016,20.0004940032959,20.55763816833496,,20.967971801757812,21.334877014160156,2.5910000801086426,0.3610217273235321,25.470077514648438,40.96974182128906,41.47032165527344,34.35544967651367,48.41778564453125,1.777999997138977,29.35837173461914,15.775874137878418,88.59516143798828,13.33770751953125,41.57986831665039
2011-01-05,9.99842643737793,,32.220001220703125,8.90999984741211,9.371000289916992,1.9728139638900757,73.90065002441406,80.91000366210938,50.913673400878906,13.3668212890625,49.059410095214844,34.37749099731445,15.108026504516602,23.98411750793457,13.976680755615234,40.50847244262695,29.645666122436523,19.881500244140625,21.163251876831055,,21.089107513427734,21.266529083251953,2.567570924758911,0.3887220025062561,25.114076614379883,41.708831787109375,41.374542236328125,35.069915771484375,48.82951736450195,1.7886669635772705,29.452383041381836,16.108821868896484,89.06819152832031,13.250041961669922,41.46885299682617
2011-01-06,9.990346908569336,,32.27000045776367,8.6899995803833,9.293000221252441,2.01017165184021,73.90065002441406,80.37000274658203,50.66984558105469,13.482666969299316,48.65704345703125,34.11079406738281,15.217912673950195,23.886962890625,13.863212585449219,40.444488525390625,29.49976348876953,19.737451553344727,21.253372192382812,,21.377531051635742,21.889333724975586,2.5427141189575195,0.4425204396247864,25.219255447387695,41.865421295166016,41.30431365966797,35.501304626464844,48.987178802490234,1.858667016029358,30.063541412353516,16.35016441345215,88.91560363769531,13.140459060668945,41.73532485961914
2011-01-07,10.061893463134766,,32.040000915527344,8.829999923706055,9.274499893188477,1.9932552576065063,73.88453674316406,79.73999786376953,50.66984558105469,13.49553394317627,48.92530822753906,33.9387321472168,15.290839195251465,23.85919952392578,13.789789199829102,40.05418014526367,28.942659378051758,19.703001022338867,21.2506103515625,,21.54480743408203,21.722232818603516,2.561429023742676,0.4548826515674591,25.105987548828125,41.583560943603516,41.18299102783203,34.86771011352539,48.94340896606445,1.8826669454574585,30.1262264251709,16.303232192993164,88.73249053955078,13.169683456420898,41.96293640136719
2011-01-10,10.251385688781738,,32.959999084472656,9.1899995803833,9.234000205993652,2.036954879760742,73.90065002441406,79.6500015258789,50.54790496826172,13.379695892333984,48.5068244934082,33.981746673583984,15.235525131225586,23.86614227294922,13.809816360473633,39.772647857666016,28.783506393432617,19.74683952331543,21.16876792907715,,21.45828628540039,21.433616638183594,2.684000015258789,0.47228121757507324,25.114076614379883,41.370609283447266,41.093605041503906,34.840763092041016,49.12735366821289,1.8966670036315918,30.1262264251709,16.046253204345703,88.65618896484375,13.084451675415039,41.70755386352539
2011-01-11,10.227144241333008,,32.97999954223633,8.359999656677246,9.217000007629395,2.0609185695648193,73.90065002441406,79.4000015258789,50.971073150634766,13.437616348266602,49.26866912841797,33.89571762084961,15.280174255371094,24.192317962646484,14.0501070022583,39.84302520751953,28.916147232055664,19.630977630615234,21.095199584960938,,21.314075469970703,21.350069046020508,2.666429042816162,0.4649556875228882,25.073623657226562,41.54598617553711,40.889286041259766,35.096893310546875,49.19746017456055,1.797333002090454,30.619836807250977,16.06190299987793,88.94610595703125,13.220820426940918,42.018436431884766
2011-01-12,10.310355186462402,,33.56999969482422,8.390000343322754,9.204000473022461,1.985502004623413,73.88453674316406,80.73999786376953,51.27229309082031,13.59207534790039,49.60128402709961,33.697853088378906,15.301506042480469,24.17150115966797,14.216972351074219,39.990196228027344,29.65230369567871,19.740577697753906,21.41061019897461,,21.429452896118164,21.684261322021484,2.698570966720581,0.5345500707626343,25.033178329467773,41.79652404785156,41.48308181762695,35.278873443603516,49.5478515625,1.797333002090454,30.447460174560547,16.225021362304688,89.7396011352539,13.35718822479248,42.512516021728516
2011-01-13,10.348077774047852,,33.380001068115234,8.260000228881836,9.27649974822998,1.998188853263855,73.88453674316406,80.76000213623047,51.351165771484375,13.566332817077637,49.45646667480469,33.77527618408203,15.297040939331055,24.47685432434082,14.210296630859375,40.25251770019531,29.47987937927246,19.853313446044922,21.473146438598633,,20.010435104370117,21.410837173461914,2.7355709075927734,0.5354657769203186,25.227352142333984,41.90928268432617,41.808719635009766,34.96207809448242,49.565364837646484,1.7480000257492065,31.02725601196289,15.8965425491333,89.61753845214844,13.342583656311035,42.584693908691406
2011-01-14,10.431894302368164,,33.790000915527344,8.199999809265137,9.4375,2.0447070598602295,73.88453674316406,81.6500015258789,52.00382995605469,13.64999771118164,49.8051872253418,33.801082611083984,15.482831954956055,24.907127380371094,14.070123672485352,40.022186279296875,29.784940719604492,19.76876449584961,21.785802841186523,,19.74508285522461,21.49437713623047,2.735429048538208,0.5400444269180298,25.324594497680664,41.827842712402344,41.84064483642578,35.076656341552734,49.933311462402344,1.7166670560836792,31.9439754486084,15.892073631286621,90.25843811035156,13.347450256347656,43.211978912353516
2011-01-18,10.197503089904785,,34.18000030517578,8.100000381469727,9.5625,1.9558994770050049,73.88453674316406,81.81999969482422,52.068363189697266,13.656428337097168,50.084190368652344,33.887115478515625,15.866068840026855,24.997337341308594,14.070123672485352,39.73426055908203,29.678848266601562,19.87836456298828,21.852008819580078,,19.537424087524414,21.767805099487305,2.7668569087982178,0.5274531841278076,25.551498413085938,41.69630432128906,41.821475982666016,35.74395751953125,50.073463439941406,1.7093329429626465,32.03017044067383,15.912179946899414,90.4109878540039,13.427814483642578,43.69496154785156
2011-01-19,10.14332103729248,,33.90999984741211,7.929999828338623,9.343500137329102,1.9566034078598022,73.90065002441406,80.91999816894531,51.68824005126953,13.399004936218262,49.88029861450195,33.62902069091797,15.670605659484863,24.7266788482666,14.023406028747559,40.02857971191406,28.989089965820312,19.859580993652344,21.643274307250977,,19.560487747192383,21.623502731323242,2.7267138957977295,0.5130307078361511,25.60823631286621,41.27665328979492,42.0350341796875,35.144081115722656,49.504051208496094,1.6019999980926514,31.77943992614746,15.44516372680664,89.51069641113281,13.401026725769043,43.43405532836914
2011-01-20,9.958914756774902,,33.4900016784668,8.020000457763672,9.097999572753906,1.9523743391036987,73.90065002441406,80.7300033569336,51.896244049072266,13.3668212890625,49.74079895019531,33.697853088378906,15.547074317932129,25.323514938354492,13.983359336853027,40.22053527832031,29.678848266601562,19.70612907409668,21.619367599487305,,19.641252517700195,21.532358169555664,2.642857074737549,0.5134885907173157,26.183610916137695,41.27665328979492,42.32449722290039,34.59809494018555,49.15363693237305,1.5080000162124634,31.58354949951172,15.79598617553711,89.40388488769531,13.634811401367188,43.162025451660156
